cliente_id,segmento,complexidade_cliente,frequencia_visita,visitas_previstas_mes,registros_realizados_mes,taxa_cumprimento_visitas,nota_checklist,qtd_nao_conformidades,qtd_nc_peso_1,qtd_nc_peso_2,qtd_nc_peso_3,qtd_nc_recorrentes,tempo_permanencia_min,tempo_minimo_esperado,desvio_tempo,possivel_subregistro,risco_operacional
C065,restaurante,complexo,semanal,4,4,1.0,84.3,4,1,1,2,0,224,180,44,0,critico
C066,restaurante,complexo,quinzenal,2,1,0.5,71.4,6,4,1,1,1,187,180,7,1,critico
C067,restaurante,intermediario,mensal,1,1,1.0,64.9,3,0,2,1,0,150,120,30,0,critico
C068,restaurante,complexo,mensal,1,1,1.0,74.8,4,2,2,0,0,184,180,4,0,atencao
C069,restaurante,intermediario,quinzenal,2,2,1.0,80.6,5,3,2,0,2,162,120,42,0,atencao
C070,restaurante,simples,mensal,1,1,1.0,86.2,1,1,0,0,0,60,90,-30,0,baixo
C071,restaurante,complexo,semanal,4,3,0.75,58.3,8,6,1,1,0,181,180,1,0,critico
C072,restaurante,complexo,mensal,1,1,1.0,61.8,7,3,2,2,0,225,180,45,0,critico
C073,restaurante,complexo,semanal,4,3,0.75,61.9,5,4,1,0,0,117,180,-63,1,atencao
C074,restaurante,extra_complexo,quinzenal,2,2,1.0,60.7,11,6,4,1,1,251,240,11,0,atencao
C075,restaurante,intermediario,mensal,1,1,1.0,81.5,8,4,2,2,1,114,120,-6,0,critico
C076,restaurante,intermediario,semanal,4,2,0.5,78.6,3,2,1,0,2,147,120,27,0,critico
C077,restaurante,complexo,quinzenal,2,2,1.0,74.5,3,2,0,1,0,221,180,41,0,atencao
C078,restaurante,intermediario,mensal,1,1,1.0,91.2,2,0,1,1,0,148,120,28,0,baixo
C079,restaurante,complexo,mensal,1,1,1.0,78.3,2,1,0,1,0,196,180,16,0,atencao
C080,restaurante,complexo,quinzenal,2,2,1.0,68.3,7,6,0,1,1,190,180,10,0,atencao
C081,restaurante,complexo,mensal,1,1,1.0,55.8,3,2,0,1,2,179,180,-1,0,critico
C082,restaurante,simples,quinzenal,2,1,0.5,71.4,3,2,1,0,0,101,90,11,0,critico
C083,restaurante,intermediario,quinzenal,2,2,1.0,71.9,2,0,1,1,0,170,120,50,0,atencao
C084,restaurante,extra_simples,quinzenal,2,2,1.0,94.9,0,0,0,0,0,38,60,-22,0,baixo
C085,restaurante,intermediario,semanal,4,4,1.0,74.7,3,3,0,0,0,114,120,-6,0,atencao
C086,restaurante,extra_simples,mensal,1,1,1.0,77.1,3,2,1,0,0,61,60,1,0,atencao
C087,restaurante,intermediario,quinzenal,2,1,0.5,66.2,7,3,3,1,1,156,120,36,0,critico
C088,restaurante,intermediario,quinzenal,2,2,1.0,74.2,3,2,1,0,0,133,120,13,0,atencao
C089,restaurante,simples,quinzenal,2,1,0.5,90.7,2,0,2,0,1,124,90,34,0,critico
C090,restaurante,intermediario,mensal,1,1,1.0,94.1,3,1,2,0,0,157,120,37,0,baixo
C091,restaurante,extra_simples,semanal,4,3,0.75,82.5,2,2,0,0,0,81,60,21,0,atencao
C092,restaurante,extra_simples,quinzenal,2,2,1.0,84.5,2,2,0,0,0,31,60,-29,0,atencao
C093,restaurante,complexo,quinzenal,2,2,1.0,55.4,7,5,2,0,0,239,180,59,0,critico
C094,restaurante,intermediario,quinzenal,2,1,0.5,98.3,4,3,1,0,0,168,120,48,0,critico
C095,restaurante,simples,semanal,4,4,1.0,63.2,2,2,0,0,0,96,90,6,0,critico
C096,restaurante,intermediario,mensal,1,1,1.0,89.1,1,1,0,0,0,85,120,-35,0,atencao
C097,restaurante,complexo,mensal,1,1,1.0,65.6,4,3,1,0,0,142,180,-38,0,atencao
C098,restaurante,simples,quinzenal,2,1,0.5,72.8,2,1,1,0,1,102,90,12,0,critico
C099,restaurante,intermediario,mensal,1,1,1.0,61.7,3,2,0,1,0,105,120,-15,0,atencao
C100,restaurante,extra_simples,mensal,1,1,1.0,100.0,1,1,0,0,0,30,60,-30,0,baixo
C001,restaurante,extra_simples,mensal,1,1,1.0,87.7,1,1,0,0,0,30,60,-30,0,baixo
C002,restaurante,intermediario,semanal,4,3,0.75,75.3,1,1,0,0,0,112,120,-8,0,atencao
C003,restaurante,intermediario,quinzenal,2,1,0.5,85.6,3,3,0,0,0,132,120,12,0,critico
C004,restaurante,intermediario,quinzenal,2,1,0.5,67.2,2,2,0,0,0,168,120,48,0,atencao
C005,restaurante,complexo,quinzenal,2,2,1.0,70.0,6,2,3,1,2,204,180,24,1,atencao
C006,restaurante,extra_complexo,mensal,1,1,1.0,65.7,8,3,2,3,1,241,240,1,0,critico
C007,restaurante,intermediario,mensal,1,1,1.0,68.9,7,5,2,0,0,137,120,17,0,atencao
C008,restaurante,simples,mensal,1,1,1.0,94.4,1,1,0,0,0,103,90,13,0,baixo
C009,restaurante,complexo,quinzenal,2,2,1.0,67.4,5,3,2,0,0,211,180,31,0,atencao
C010,restaurante,simples,semanal,4,2,0.5,61.4,2,0,1,1,0,93,90,3,0,atencao
C011,restaurante,intermediario,mensal,1,1,1.0,71.4,7,4,3,0,1,157,120,37,0,atencao
C012,restaurante,extra_simples,mensal,1,1,1.0,88.0,1,0,0,1,1,88,60,28,0,baixo
C013,restaurante,extra_simples,semanal,4,3,0.75,74.3,1,0,1,0,0,65,60,5,0,atencao
C014,restaurante,extra_complexo,mensal,1,1,1.0,55.2,8,5,3,0,1,248,240,8,0,critico
C015,restaurante,complexo,mensal,1,1,1.0,63.4,3,2,1,0,1,217,180,37,0,atencao
C016,restaurante,intermediario,quinzenal,2,1,0.5,89.7,3,2,1,0,2,105,120,-15,0,critico
C017,restaurante,intermediario,quinzenal,2,2,1.0,69.2,6,3,3,0,2,81,120,-39,0,atencao
C018,restaurante,simples,quinzenal,2,1,0.5,97.1,2,1,1,0,0,49,90,-41,1,critico
C019,restaurante,simples,semanal,4,3,0.75,72.6,3,2,1,0,0,71,90,-19,0,atencao
C020,restaurante,simples,quinzenal,2,1,0.5,83.9,0,0,0,0,0,114,90,24,0,critico
C021,restaurante,intermediario,mensal,1,1,1.0,69.6,13,7,3,3,3,113,120,-7,0,critico
C022,restaurante,complexo,semanal,4,4,1.0,79.0,3,2,1,0,1,195,180,15,0,atencao
C023,restaurante,intermediario,quinzenal,2,2,1.0,61.6,5,3,1,1,0,111,120,-9,0,atencao
C024,restaurante,simples,quinzenal,2,1,0.5,88.9,1,1,0,0,0,80,90,-10,0,critico
C025,restaurante,extra_complexo,quinzenal,2,1,0.5,66.4,5,2,1,2,1,221,240,-19,0,atencao
C026,restaurante,complexo,mensal,1,1,1.0,62.3,7,4,2,1,2,186,180,6,0,atencao
C027,restaurante,intermediario,quinzenal,2,1,0.5,73.0,5,2,3,0,2,121,120,1,0,critico
C028,restaurante,intermediario,quinzenal,2,2,1.0,93.4,1,0,1,0,0,138,120,18,0,baixo
C029,restaurante,intermediario,mensal,1,1,1.0,76.7,4,2,2,0,0,135,120,15,0,atencao
C030,restaurante,simples,quinzenal,2,2,1.0,71.6,4,4,0,0,0,89,90,-1,0,atencao
C031,restaurante,intermediario,quinzenal,2,2,1.0,60.5,10,5,2,3,1,81,120,-39,0,critico
C032,restaurante,complexo,quinzenal,2,1,0.5,76.1,5,2,3,0,0,221,180,41,0,critico
C033,restaurante,extra_simples,semanal,4,3,0.75,87.4,1,1,0,0,0,60,60,0,0,atencao
C034,restaurante,simples,semanal,4,3,0.75,88.3,5,3,2,0,0,97,90,7,0,atencao
C035,restaurante,extra_simples,quinzenal,2,2,1.0,67.5,2,2,0,0,1,111,60,51,1,atencao
C036,restaurante,extra_simples,quinzenal,2,2,1.0,70.9,4,2,1,1,1,90,60,30,0,atencao
C037,restaurante,complexo,mensal,1,1,1.0,83.8,1,1,0,0,0,202,180,22,0,atencao
C038,restaurante,complexo,quinzenal,2,2,1.0,74.0,5,3,1,1,1,189,180,9,0,atencao
C039,restaurante,intermediario,quinzenal,2,1,0.5,81.4,1,1,0,0,0,126,120,6,0,critico
C040,restaurante,extra_simples,quinzenal,2,2,1.0,73.4,2,2,0,0,0,70,60,10,0,atencao
C041,restaurante,intermediario,semanal,4,2,0.5,63.2,2,1,1,0,0,138,120,18,0,critico
C042,restaurante,intermediario,mensal,1,1,1.0,86.9,5,2,1,2,0,177,120,57,0,critico
C043,restaurante,simples,semanal,4,2,0.5,92.5,3,2,0,1,1,169,90,79,1,critico
C044,restaurante,intermediario,mensal,1,1,1.0,61.9,5,3,2,0,0,135,120,15,0,atencao
C045,restaurante,intermediario,semanal,4,4,1.0,59.6,5,2,3,0,1,61,120,-59,0,critico
C046,restaurante,intermediario,quinzenal,2,2,1.0,73.7,5,3,2,0,1,97,120,-23,0,atencao
C047,restaurante,intermediario,semanal,4,4,1.0,65.4,5,4,0,1,0,180,120,60,1,atencao
C048,restaurante,extra_simples,mensal,1,1,1.0,75.2,2,0,1,1,1,85,60,25,0,atencao
C049,restaurante,intermediario,quinzenal,2,1,0.5,60.0,6,3,2,1,3,139,120,19,0,critico
C050,restaurante,intermediario,quinzenal,2,1,0.5,69.4,7,4,1,2,3,121,120,1,0,critico
C051,restaurante,intermediario,semanal,4,4,1.0,61.1,4,1,2,1,0,90,120,-30,0,atencao
C052,restaurante,complexo,mensal,1,1,1.0,56.9,11,8,2,1,0,239,180,59,0,critico
C053,restaurante,intermediario,quinzenal,2,2,1.0,78.6,2,2,0,0,0,101,120,-19,0,atencao
C054,restaurante,simples,mensal,1,1,1.0,79.3,1,1,0,0,0,116,90,26,0,atencao
C055,restaurante,extra_simples,quinzenal,2,1,0.5,90.8,1,1,0,0,0,30,60,-30,0,critico
C056,restaurante,intermediario,semanal,4,3,0.75,55.2,4,1,1,2,1,120,120,0,0,critico
C057,restaurante,extra_simples,semanal,4,3,0.75,85.1,2,2,0,0,0,93,60,33,0,atencao
C058,restaurante,intermediario,quinzenal,2,1,0.5,99.9,2,2,0,0,0,119,120,-1,0,critico
C059,restaurante,extra_complexo,quinzenal,2,1,0.5,60.5,3,2,1,0,0,241,240,1,0,critico
C060,restaurante,intermediario,semanal,4,4,1.0,84.9,4,3,1,0,0,126,120,6,1,atencao
C061,restaurante,intermediario,mensal,1,1,1.0,84.8,5,1,0,4,0,86,120,-34,0,critico
C062,restaurante,intermediario,quinzenal,2,2,1.0,85.4,1,1,0,0,0,80,120,-40,0,atencao
C063,restaurante,intermediario,quinzenal,2,2,1.0,77.0,5,1,3,1,2,147,120,27,0,atencao
C064,restaurante,intermediario,quinzenal,2,2,1.0,81.8,2,2,0,0,0,113,120,-7,0,atencao
C065,restaurante,extra_complexo,quinzenal,2,1,0.5,73.4,3,2,1,0,0,273,240,33,0,critico
C066,restaurante,intermediario,quinzenal,2,1,0.5,82.6,2,1,1,0,0,160,120,40,0,critico
C067,restaurante,extra_complexo,semanal,4,4,1.0,51.6,12,7,4,1,0,288,240,48,0,critico
C068,restaurante,extra_complexo,semanal,4,4,1.0,44.5,6,4,0,2,2,203,240,-37,0,critico
C069,restaurante,simples,mensal,1,1,1.0,61.4,3,2,1,0,1,74,90,-16,0,atencao
C070,restaurante,extra_simples,mensal,1,1,1.0,81.8,3,2,0,1,0,79,60,19,0,atencao
C071,restaurante,simples,quinzenal,2,2,1.0,87.1,0,0,0,0,0,111,90,21,0,baixo
C072,restaurante,extra_simples,quinzenal,2,2,1.0,71.7,5,2,2,1,1,130,60,70,0,atencao
C073,restaurante,extra_simples,quinzenal,2,1,0.5,96.1,0,0,0,0,0,36,60,-24,0,critico
C074,restaurante,intermediario,quinzenal,2,2,1.0,69.0,8,6,1,1,1,161,120,41,0,atencao
C075,restaurante,extra_simples,semanal,4,3,0.75,79.1,2,0,1,1,0,74,60,14,0,atencao
C076,restaurante,simples,semanal,4,3,0.75,70.0,5,3,1,1,0,45,90,-45,0,atencao
C077,restaurante,complexo,mensal,1,1,1.0,47.4,5,2,3,0,3,173,180,-7,0,critico
C078,restaurante,extra_simples,mensal,1,1,1.0,87.8,1,0,1,0,0,71,60,11,0,baixo
C079,restaurante,complexo,semanal,4,3,0.75,90.6,2,2,0,0,0,138,180,-42,1,atencao
C080,restaurante,simples,quinzenal,2,2,1.0,79.2,3,2,1,0,0,32,90,-58,0,atencao
C081,restaurante,simples,quinzenal,2,1,0.5,57.8,9,5,3,1,0,42,90,-48,0,critico
C082,restaurante,intermediario,mensal,1,1,1.0,84.4,3,2,1,0,2,134,120,14,1,atencao
C083,restaurante,intermediario,semanal,4,3,0.75,55.5,2,0,1,1,1,111,120,-9,0,critico
C084,restaurante,complexo,semanal,4,4,1.0,55.5,5,3,1,1,0,170,180,-10,0,critico
C085,restaurante,complexo,mensal,1,1,1.0,67.1,9,6,1,2,1,171,180,-9,0,critico
C086,restaurante,complexo,semanal,4,4,1.0,71.5,4,3,1,0,0,146,180,-34,0,atencao
C087,restaurante,simples,mensal,1,1,1.0,67.9,2,2,0,0,0,81,90,-9,0,critico
C088,restaurante,simples,quinzenal,2,2,1.0,76.7,4,1,3,0,2,40,90,-50,0,atencao
C089,restaurante,complexo,semanal,4,4,1.0,78.6,6,2,3,1,2,225,180,45,0,atencao
C090,restaurante,complexo,quinzenal,2,2,1.0,80.2,4,1,3,0,0,240,180,60,0,atencao
C091,restaurante,extra_complexo,mensal,1,1,1.0,80.0,5,2,2,1,1,182,240,-58,0,atencao
C092,restaurante,intermediario,mensal,1,1,1.0,97.9,2,1,1,0,0,112,120,-8,0,baixo
C093,restaurante,intermediario,mensal,1,1,1.0,84.7,7,5,1,1,0,114,120,-6,0,atencao
C094,restaurante,complexo,quinzenal,2,2,1.0,67.4,6,2,1,3,2,184,180,4,0,critico
C095,restaurante,simples,mensal,1,1,1.0,90.3,3,0,2,1,2,125,90,35,0,baixo
C096,restaurante,extra_complexo,quinzenal,2,2,1.0,70.6,5,4,0,1,1,238,240,-2,0,atencao
C097,restaurante,complexo,quinzenal,2,1,0.5,76.1,3,3,0,0,0,186,180,6,0,critico
C098,restaurante,intermediario,mensal,1,1,1.0,77.1,6,4,2,0,1,215,120,95,0,atencao
C099,restaurante,complexo,semanal,4,4,1.0,59.1,3,3,0,0,0,186,180,6,0,critico
C100,restaurante,complexo,semanal,4,4,1.0,57.7,9,5,4,0,0,242,180,62,0,critico
C001,restaurante,simples,quinzenal,2,2,1.0,78.8,1,1,0,0,0,110,90,20,0,atencao
C002,restaurante,extra_complexo,semanal,4,3,0.75,66.8,9,8,0,1,0,235,240,-5,0,atencao
C003,restaurante,intermediario,semanal,4,3,0.75,66.8,3,1,1,1,1,104,120,-16,0,critico
C004,restaurante,complexo,quinzenal,2,1,0.5,75.1,3,2,1,0,1,189,180,9,0,critico
C005,restaurante,simples,quinzenal,2,2,1.0,100.0,1,0,1,0,0,61,90,-29,0,baixo
C006,restaurante,complexo,mensal,1,1,1.0,49.1,5,2,2,1,1,163,180,-17,1,critico
C007,restaurante,intermediario,mensal,1,1,1.0,82.0,2,1,1,0,1,113,120,-7,0,atencao
C008,restaurante,extra_simples,quinzenal,2,1,0.5,84.2,3,2,1,0,2,72,60,12,0,critico
C009,restaurante,extra_complexo,quinzenal,2,1,0.5,70.4,8,5,2,1,0,307,240,67,0,critico
C010,restaurante,extra_simples,quinzenal,2,2,1.0,79.8,1,0,1,0,0,48,60,-12,0,atencao
C011,restaurante,simples,quinzenal,2,1,0.5,78.2,7,2,4,1,2,108,90,18,0,critico
C012,restaurante,extra_complexo,quinzenal,2,2,1.0,66.6,2,1,0,1,1,203,240,-37,0,atencao
C013,restaurante,extra_complexo,quinzenal,2,1,0.5,61.4,7,4,3,0,1,284,240,44,0,critico
C014,restaurante,intermediario,quinzenal,2,2,1.0,56.8,6,1,4,1,0,74,120,-46,0,critico
C015,restaurante,intermediario,quinzenal,2,2,1.0,72.2,4,2,1,1,1,150,120,30,1,atencao
C016,restaurante,intermediario,quinzenal,2,2,1.0,58.0,9,3,2,4,2,124,120,4,0,critico
C017,restaurante,simples,quinzenal,2,1,0.5,87.8,1,0,0,1,1,91,90,1,0,critico
C018,restaurante,simples,mensal,1,1,1.0,57.6,3,0,3,0,0,85,90,-5,0,critico
C019,restaurante,intermediario,mensal,1,1,1.0,87.3,4,2,1,1,1,87,120,-33,0,atencao
C020,restaurante,complexo,semanal,4,2,0.5,75.2,5,3,2,0,0,152,180,-28,0,critico
C021,restaurante,complexo,mensal,1,1,1.0,75.2,5,3,2,0,1,214,180,34,0,atencao
C022,restaurante,complexo,quinzenal,2,1,0.5,44.0,10,6,2,2,1,189,180,9,0,critico
C023,restaurante,extra_simples,mensal,1,1,1.0,81.1,1,1,0,0,0,54,60,-6,0,atencao
C024,restaurante,intermediario,mensal,1,0,0.0,88.8,3,1,1,1,0,139,120,19,0,critico
C025,restaurante,extra_simples,quinzenal,2,2,1.0,78.8,2,1,1,0,1,66,60,6,0,atencao
C026,restaurante,intermediario,semanal,4,4,1.0,62.1,4,2,2,0,1,102,120,-18,0,atencao
C027,restaurante,intermediario,quinzenal,2,1,0.5,67.4,5,5,0,0,0,200,120,80,0,critico
C028,restaurante,complexo,quinzenal,2,1,0.5,69.2,8,3,2,3,1,211,180,31,0,critico
C029,restaurante,intermediario,quinzenal,2,1,0.5,64.8,9,4,3,2,2,130,120,10,0,critico
C030,restaurante,simples,quinzenal,2,1,0.5,94.8,2,1,0,1,1,79,90,-11,0,critico
C031,restaurante,simples,semanal,4,3,0.75,79.2,0,0,0,0,0,123,90,33,0,atencao
C032,restaurante,complexo,mensal,1,1,1.0,63.3,8,6,0,2,1,165,180,-15,0,critico
C033,restaurante,intermediario,mensal,1,0,0.0,59.4,9,6,3,0,1,100,120,-20,0,critico
C034,restaurante,simples,quinzenal,2,2,1.0,85.8,3,2,1,0,0,145,90,55,0,baixo
C035,restaurante,extra_simples,semanal,4,3,0.75,90.5,0,0,0,0,0,64,60,4,0,atencao
C036,restaurante,complexo,quinzenal,2,2,1.0,60.5,6,4,1,1,2,166,180,-14,0,atencao
C037,restaurante,extra_simples,semanal,4,3,0.75,58.2,6,3,2,1,0,63,60,3,0,atencao
C038,restaurante,complexo,mensal,1,1,1.0,74.9,2,2,0,0,0,215,180,35,0,atencao
C039,restaurante,complexo,semanal,4,2,0.5,67.8,6,5,1,0,0,208,180,28,0,critico
C040,restaurante,extra_simples,quinzenal,2,2,1.0,89.0,0,0,0,0,0,92,60,32,0,baixo
C041,restaurante,extra_simples,quinzenal,2,2,1.0,100.0,0,0,0,0,0,30,60,-30,0,baixo
C042,restaurante,extra_complexo,quinzenal,2,1,0.5,64.7,5,4,0,1,0,280,240,40,0,critico
C043,restaurante,intermediario,mensal,1,1,1.0,68.8,5,2,0,3,0,121,120,1,0,critico
C044,restaurante,intermediario,mensal,1,1,1.0,61.2,6,3,2,1,0,129,120,9,0,atencao
C045,restaurante,complexo,quinzenal,2,2,1.0,66.3,5,3,2,0,0,225,180,45,0,atencao
C046,restaurante,extra_complexo,semanal,4,3,0.75,66.9,4,4,0,0,0,273,240,33,0,atencao
C047,restaurante,extra_complexo,semanal,4,4,1.0,65.6,9,3,5,1,3,263,240,23,0,critico
C048,restaurante,complexo,mensal,1,1,1.0,90.7,6,6,0,0,0,129,180,-51,1,atencao
C049,restaurante,intermediario,mensal,1,1,1.0,81.0,1,1,0,0,0,125,120,5,0,atencao
C050,restaurante,extra_simples,quinzenal,2,1,0.5,83.4,4,3,0,1,0,39,60,-21,0,critico
C051,restaurante,complexo,quinzenal,2,2,1.0,61.5,6,2,4,0,4,210,180,30,0,critico
C052,restaurante,intermediario,mensal,1,1,1.0,78.2,4,1,0,3,0,156,120,36,0,critico
C053,restaurante,intermediario,semanal,4,3,0.75,64.1,9,3,4,2,4,117,120,-3,0,critico
C054,restaurante,extra_complexo,mensal,1,1,1.0,67.2,6,5,1,0,0,232,240,-8,0,atencao
C055,restaurante,simples,quinzenal,2,1,0.5,85.8,3,1,2,0,2,141,90,51,0,critico
C056,restaurante,intermediario,quinzenal,2,2,1.0,72.4,2,0,1,1,1,108,120,-12,0,atencao
C057,restaurante,extra_simples,quinzenal,2,2,1.0,77.4,3,2,1,0,1,30,60,-30,0,atencao
C058,restaurante,intermediario,semanal,4,3,0.75,48.8,8,7,1,0,0,101,120,-19,0,critico
C059,restaurante,extra_simples,semanal,4,3,0.75,98.7,0,0,0,0,0,46,60,-14,0,atencao
C060,restaurante,simples,mensal,1,1,1.0,84.8,2,1,0,1,0,69,90,-21,0,atencao
C061,restaurante,simples,semanal,4,3,0.75,85.1,1,0,0,1,0,120,90,30,0,atencao
C062,restaurante,intermediario,quinzenal,2,2,1.0,56.3,6,2,2,2,1,60,120,-60,0,critico
C063,restaurante,complexo,quinzenal,2,1,0.5,86.6,2,1,0,1,0,163,180,-17,0,critico
C064,restaurante,intermediario,quinzenal,2,2,1.0,69.4,6,2,3,1,1,125,120,5,0,atencao
C065,restaurante,extra_complexo,quinzenal,2,2,1.0,61.5,9,4,2,3,1,258,240,18,0,critico
C066,restaurante,intermediario,quinzenal,2,1,0.5,62.2,7,3,3,1,1,177,120,57,0,critico
C067,restaurante,simples,mensal,1,1,1.0,58.6,4,3,1,0,0,141,90,51,0,critico
C068,restaurante,complexo,quinzenal,2,1,0.5,83.9,3,1,1,1,0,141,180,-39,0,critico
C069,restaurante,simples,quinzenal,2,1,0.5,95.4,0,0,0,0,0,37,90,-53,1,critico
C070,restaurante,extra_complexo,quinzenal,2,2,1.0,63.0,9,6,2,1,1,253,240,13,0,atencao
C071,restaurante,extra_simples,mensal,1,1,1.0,76.8,2,0,1,1,2,43,60,-17,0,atencao
C072,restaurante,extra_complexo,mensal,1,1,1.0,60.5,4,3,1,0,1,216,240,-24,0,atencao
C073,restaurante,extra_simples,mensal,1,1,1.0,80.8,3,1,2,0,0,63,60,3,0,atencao
C074,restaurante,complexo,quinzenal,2,2,1.0,55.6,8,3,4,1,3,196,180,16,0,critico
C075,restaurante,intermediario,semanal,4,3,0.75,71.5,1,1,0,0,0,101,120,-19,0,atencao
C076,restaurante,extra_complexo,quinzenal,2,2,1.0,66.8,8,4,1,3,3,233,240,-7,0,critico
C077,restaurante,extra_simples,quinzenal,2,2,1.0,97.2,1,1,0,0,0,40,60,-20,0,baixo
C078,restaurante,intermediario,semanal,4,3,0.75,75.2,2,1,0,1,1,114,120,-6,0,atencao
C079,restaurante,extra_complexo,quinzenal,2,1,0.5,46.1,6,2,2,2,1,268,240,28,0,critico
C080,restaurante,intermediario,quinzenal,2,2,1.0,79.2,3,3,0,0,0,94,120,-26,0,atencao
C081,restaurante,intermediario,quinzenal,2,2,1.0,71.9,4,3,1,0,0,107,120,-13,0,atencao
C082,restaurante,intermediario,mensal,1,1,1.0,91.4,1,0,0,1,1,114,120,-6,0,baixo
C083,restaurante,intermediario,semanal,4,4,1.0,92.2,1,0,0,1,1,126,120,6,0,baixo
C084,restaurante,intermediario,semanal,4,3,0.75,92.6,3,1,2,0,0,134,120,14,0,atencao
C085,restaurante,intermediario,mensal,1,1,1.0,68.3,7,4,3,0,2,187,120,67,0,critico
C086,restaurante,extra_complexo,quinzenal,2,2,1.0,88.9,2,1,1,0,0,269,240,29,0,baixo
C087,restaurante,extra_simples,mensal,1,1,1.0,89.2,1,0,0,1,0,81,60,21,0,baixo
C088,restaurante,simples,quinzenal,2,2,1.0,99.5,0,0,0,0,0,87,90,-3,0,baixo
C089,restaurante,extra_complexo,quinzenal,2,1,0.5,59.0,12,7,4,1,1,223,240,-17,0,critico
C090,restaurante,complexo,mensal,1,1,1.0,66.4,10,5,5,0,2,173,180,-7,0,atencao
C091,restaurante,intermediario,mensal,1,1,1.0,78.3,3,2,1,0,1,105,120,-15,0,atencao
C092,restaurante,intermediario,mensal,1,1,1.0,76.8,8,5,2,1,1,138,120,18,0,atencao
C093,restaurante,simples,quinzenal,2,1,0.5,95.1,0,0,0,0,0,45,90,-45,1,critico
C094,restaurante,simples,quinzenal,2,2,1.0,77.2,4,3,1,0,0,112,90,22,0,atencao
C095,restaurante,intermediario,quinzenal,2,1,0.5,89.0,2,2,0,0,0,122,120,2,0,critico
C096,restaurante,intermediario,semanal,4,3,0.75,83.8,6,3,3,0,1,148,120,28,0,atencao
C097,restaurante,intermediario,mensal,1,1,1.0,72.4,4,1,2,1,0,104,120,-16,0,atencao
C098,restaurante,extra_simples,semanal,4,4,1.0,92.9,0,0,0,0,0,36,60,-24,0,baixo
C099,restaurante,extra_complexo,mensal,1,1,1.0,59.3,6,3,3,0,0,240,240,0,0,critico
C100,restaurante,extra_complexo,quinzenal,2,2,1.0,93.2,2,1,0,1,0,239,240,-1,0,baixo
